id,title,json,genre,release_date,runtime,seasons,plot
tt0893113,Hot Rod Dogs &amp; Cool Car Cats,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Hot Rod Dogs & Cool Car Cats', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.2/10'}], u'Writer': u'Dave Edwards', u'Actors': u'Jim Cummings, Dana Hill, Nick Jameson, Oliver Muirhead', u'Type': u'series', u'imdbVotes': u'6', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation', u'Response': u'True', u'Language': u'English', u'Country': u'UK', u'Runtime': u'N/A', u'imdbID': u'tt0893113', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Year': u'1995\u2013'}",animation,N/A,n/a,n/a,
tt0111975,Gabrielle,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Gabrielle', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Tanika Brown McKelvy, Ovelinda Garcia', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0111975', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131996'}",talk-show,N/A,60,n/a,
tt0186781,Under Fire,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Under Fire', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Tony Goldwyn', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0186781', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0306384,Raising Caines,"{u'Plot': u'Mum and Dad raising kids in the modern world.', u'Rated': u'N/A', u'Title': u'Raising Caines', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Judge Reinhold, Mel Harris, Christopher Petrosino, Theodore Borders', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0306384', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",comedy,N/A,n/a,n/a,Mum and Dad raising kids in the modern world.
tt0264966,Carman: Time 2,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Carman: Time 2', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.5/10'}], u'Writer': u'N/A', u'Actors': u'Carman', u'Type': u'series', u'imdbVotes': u'6', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'Canada, USA', u'Runtime': u'N/A', u'imdbID': u'tt0264966', u'Metascore': u'N/A', u'imdbRating': u'6.5', u'Year': u'1995\u20131997'}",n/a,N/A,n/a,n/a,
tt1075770,The Mark Walberg Show,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Mark Walberg Show', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.4/10'}], u'Writer': u'N/A', u'Actors': u'Steve Altes, Yvonne Perry', u'Type': u'series', u'imdbVotes': u'5', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1075770', u'Metascore': u'N/A', u'imdbRating': u'8.4', u'Year': u'1995\u20131996'}",talk-show,N/A,n/a,n/a,
tt0115250,Local Heroes,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Local Heroes', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.7/10'}], u'Writer': u'Frank Mula', u'Actors': u'Ken Hudson Campbell, Kristin Dattilo, Louis Ferreira, Jason Kristofer', u'Type': u'series', u'imdbVotes': u'6', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'17 Mar 1996', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0115250', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Year': u'1995\u2013'}",comedy,17 Mar 1996,30,1,
tt0429345,E! Behind the Scenes,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'E! Behind the Scenes', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.2/10'}], u'Writer': u'N/A', u'Actors': u'Giuliana Rancic', u'Type': u'series', u'imdbVotes': u'8', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0429345', u'Metascore': u'N/A', u'imdbRating': u'6.2', u'Year': u'1995\u20132003'}",n/a,N/A,n/a,n/a,
tt0111979,George &amp; Alana,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'George & Alana', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.3/10'}], u'Writer': u'N/A', u'Actors': u'Barbara Eden, Ann-Margret, Lynda Carter, Micky Dolenz', u'Type': u'series', u'imdbVotes': u'7', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0111979', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Year': u'1995\u20131996'}",talk-show,N/A,60,n/a,
tt0413552,Carnie!,"{u'Plot': u'This talk show deals with issues concerning unruly teenagers, hookers, abusive parents, bad relationships, physical appearances, weight loss, buliding self-esteems and trivial subjects such as unusual pets.', u'Rated': u'N/A', u'Title': u'Carnie!', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Carnie Wilson', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0413552', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131996'}",family,N/A,60,n/a,"This talk show deals with issues concerning unruly teenagers, hookers, abusive parents, bad relationships, physical appearances, weight loss, buliding self-esteems and trivial subjects such as unusual pets."
tt0361162,Colin's Sleazy Friends,"{u'Plot': u'Two video-store employees who are adult-film enthusiasts interview performers (mostly women) and others associated with the adult-film industry and show clips of current and past adult films.', u'Rated': u'N/A', u'Title': u""Colin's Sleazy Friends"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.4/10'}], u'Writer': u'Colin Malone', u'Actors': u'Colin Malone, Dino Everett', u'Type': u'series', u'imdbVotes': u'9', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0361162', u'Metascore': u'N/A', u'imdbRating': u'6.4', u'Year': u'1995\u20131999'}","comedy, talk-show",N/A,n/a,n/a,Two video-store employees who are adult-film enthusiasts interview performers (mostly women) and others associated with the adult-film industry and show clips of current and past adult films.
tt0125637,The Other Side,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Other Side', u'Ratings': [], u'Writer': u'Sandy Frank', u'Actors': u'Christopher Chacon, Heather Joseph-Witham', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0125637', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0170976,The Marilyn Kagen Show,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Marilyn Kagen Show', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Marilyn Kagan', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0170976', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0258378,Too Hot Tamales,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Too Hot Tamales', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.7/10'}], u'Writer': u'N/A', u'Actors': u'Susan Feniger, Mary Sue Milliken', u'Type': u'series', u'imdbVotes': u'7', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0258378', u'Metascore': u'N/A', u'imdbRating': u'8.7', u'Year': u'1995\u20131999'}",n/a,N/A,30,n/a,
tt0111916,Charles Grodin,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Charles Grodin', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'4.6/10'}], u'Writer': u'N/A', u'Actors': u'Charles Grodin, Carol Burnett, Tony Butala, Nancy LaMott', u'Type': u'series', u'imdbVotes': u'11', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0111916', u'Metascore': u'N/A', u'imdbRating': u'4.6', u'Year': u'1995\u2013'}",n/a,N/A,60,n/a,
tt0417377,Wild Discovery,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Wild Discovery', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.4/10'}], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'22', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 win.', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0417377', u'Metascore': u'N/A', u'imdbRating': u'8.4', u'Year': u'1995\u20132001'}",documentary,N/A,n/a,n/a,
tt1611291,Cybernet,"{u'Plot': u'A half-hour weekly video-gaming news/magazine-style TV show that includes reviews, previews, and interviews with game developers of upcoming video-games.', u'Rated': u'N/A', u'Title': u'Cybernet', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.8/10'}], u'Writer': u'N/A', u'Actors': u'Catherine Fox, Lucy Longhurst, Steve Priestly, Steve Truitt', u'Type': u'series', u'imdbVotes': u'24', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Game-Show', u'Response': u'True', u'Language': u'English', u'Country': u'UK, USA', u'Runtime': u'27 min', u'imdbID': u'tt1611291', u'Metascore': u'N/A', u'imdbRating': u'8.8', u'Year': u'1995\u20132008'}",game-show,N/A,27,n/a,"A half-hour weekly video-gaming news/magazine-style TV show that includes reviews, previews, and interviews with game developers of upcoming video-games."
tt0219614,Crazy Love,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Crazy Love', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Vincent Ventresca, Nia Peeples, Diane Baker, Rae Dawn Chong', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0219614', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0111955,The Extremists,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Extremists', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'R. Orlando Duenas', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0111955', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0287263,Private Screenings,"{u'Plot': u'The host of this series is noted writer and film historian Robert Osborne. Each episode consists of Osborne conducting an interview with an actor or actress of Hollywood\'s ""Golden"" era of the 1920s - 1960s. Clips of the artist\'s work in film are liberally included in the program.', u'Rated': u'N/A', u'Title': u'Private Screenings', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.8/10'}], u'Writer': u'N/A', u'Actors': u'Robert Osborne', u'Type': u'series', u'imdbVotes': u'130', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0287263', u'Metascore': u'N/A', u'imdbRating': u'8.8', u'Year': u'1995\u2013'}",talk-show,N/A,n/a,n/a,"The host of this series is noted writer and film historian Robert Osborne. Each episode consists of Osborne conducting an interview with an actor or actress of Hollywood's ""Golden"" era of the 1920s - 1960s. Clips of the artist's work in film are liberally included in the program."
tt0344709,Ready Set Cook,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Ready Set Cook', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.3/10'}], u'Writer': u'N/A', u'Actors': u'Robin Young, Sissy Biggers, Ainsley Harriott, Richard Paul', u'Type': u'series', u'imdbVotes': u'15', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0344709', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Year': u'1995\u2013'}",n/a,N/A,30,n/a,
tt0195481,Out of Order,"{u'Plot': u'Series of short dramas about teenage health issues.', u'Rated': u'N/A', u'Title': u'Out of Order', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.3/10'}], u'Writer': u'N/A', u'Actors': u'Joey Lauren Adams, Rhodessa Jones, Adam Scott, Alan Boyce', u'Type': u'series', u'imdbVotes': u'15', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Short, Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0195481', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Year': u'1995\u2013'}","short, drama",N/A,n/a,n/a,Series of short dramas about teenage health issues.
tt0828321,Smooth Jazz Television,"{u'Plot': u'Showcases the best in jazz talent, with concert footage, backstage interviews. Join your host Cameron Smith as he travels around the world, searching for the hottest acts in jazz.', u'Rated': u'N/A', u'Title': u'Smooth Jazz Television', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Cameron Smith', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Music', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0828321', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",music,N/A,30,n/a,"Showcases the best in jazz talent, with concert footage, backstage interviews. Join your host Cameron Smith as he travels around the world, searching for the hottest acts in jazz."
tt2901342,Seira vuikutori,"{u'Plot': u'A crime wave has struck the town of Mikado, as petty thieves and the sinister Margarita assault the town with their robots. Five friends from Seika Girls High School - Shizuka, Mika, Kiyomi, Reiko and Mami - reunite to form the secret crime-fighting team Sailor Victory! Equipped with the ninja robot trio of Gion, Momoyama and Sagano, they take the fight to the criminals and villains of Mikado!', u'Rated': u'NOT RATED', u'Title': u'Sailor Victory', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.2/10'}], u'Writer': u'N/A', u'Actors': u'Aya Hisakawa, Hinako Kanamaru, Hiromi Tsuru, Junko Shimakata', u'Type': u'series', u'imdbVotes': u'5', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZjU4MWFmMGItZDcyZS00N2JiLWIxNTEtMmQwYTMxOTljN2ExXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation, Comedy, Sci-Fi', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt2901342', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Year': u'1995\u2013'}","animation, comedy, sci-fi",N/A,60,n/a,"A crime wave has struck the town of Mikado, as petty thieves and the sinister Margarita assault the town with their robots. Five friends from Seika Girls High School - Shizuka, Mika, Kiyomi, Reiko and Mami - reunite to form the secret crime-fighting team Sailor Victory! Equipped with the ninja robot trio of Gion, Momoyama and Sagano, they take the fight to the criminals and villains of Mikado!"
tt0266146,The Hollywood Fashion Machine,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Hollywood Fashion Machine', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.4/10'}], u'Writer': u'N/A', u'Actors': u'Tony Curtis, Joan Rivers', u'Type': u'series', u'imdbVotes': u'7', u'totalSeasons': u'2', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0266146', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Year': u'1995\u2013'}",documentary,N/A,30,2,
tt0406474,Tough Target,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Tough Target', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'J.J. Bittenbinder', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Crime', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0406474', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131996'}",crime,N/A,30,n/a,
tt0239166,Evening Magazine,"{u'Plot': u'This was a 30 minute program about the Bay Area and various things around there that were interesting.', u'Rated': u'N/A', u'Title': u'Evening Magazine', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Jonathan Karsh, Malou Nubla, Mike Rowe, Ruby Lopez', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0239166', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20132005'}",talk-show,N/A,30,n/a,This was a 30 minute program about the Bay Area and various things around there that were interesting.
tt4696174,Video Bandits,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Video Bandits', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Paul M. Field, Matt Gaglioti, Debra Kiser, Sean Oliver', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4696174', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",comedy,N/A,n/a,n/a,
tt0112192,That's Warner Bros.!,"{u'Plot': u""Bugs Bunny, Daffy Duck, Tweety Bird, Sylvester Cat, Foghorn Leghorn, Yosemite Sam, Porky Pig, Speedy Gonzales, the Tasmanian Devil, Elmer Fudd, and other characters in the Warner Brothers' animated theatrical shorts of the 1930s, 1940s, 1950s, and 1960s, are the stars of this compilation series showcasing some of their most famous cartoon appearances, often edited for violent or ethnically sensitive content."", u'Rated': u'N/A', u'Title': u""That's Warner Bros.!"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.0/10'}], u'Writer': u'N/A', u'Actors': u'Mel Blanc, Leslie Barringer, Dick Beals, Arthur Q. Bryan', u'Type': u'series', u'imdbVotes': u'33', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation, Family, Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'23 min', u'imdbID': u'tt0112192', u'Metascore': u'N/A', u'imdbRating': u'7.0', u'Year': u'1995\u2013'}","animation, family, comedy",N/A,23,n/a,"Bugs Bunny, Daffy Duck, Tweety Bird, Sylvester Cat, Foghorn Leghorn, Yosemite Sam, Porky Pig, Speedy Gonzales, the Tasmanian Devil, Elmer Fudd, and other characters in the Warner Brothers' animated theatrical shorts of the 1930s, 1940s, 1950s, and 1960s, are the stars of this compilation series showcasing some of their most famous cartoon appearances, often edited for violent or ethnically sensitive content."
tt0185099,Page One with Nick Charles,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Page One with Nick Charles', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Nick Charles', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0185099', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0374410,The Know Zone,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Know Zone', u'Ratings': [], u'Writer': u'N/A', u'Actors': u""Don Bleu, Soledad O'Brien"", u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0374410', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0204552,Planet Rules,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Planet Rules', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.2/10'}], u'Writer': u'N/A', u'Actors': u'Duane Whitaker', u'Type': u'series', u'imdbVotes': u'6', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0204552', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0314888,Divine Magic,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Divine Magic', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Stephen Rea', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English, French', u'Country': u'USA', u'Runtime': u'50 min', u'imdbID': u'tt0314888', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,50,n/a,
tt0450216,H3O,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'H3O', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'3.8/10'}], u'Writer': u'N/A', u'Actors': u'Tom Boyle, Cindy Crawford, Malia Jones, Elle Macpherson', u'Type': u'series', u'imdbVotes': u'5', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'Mark Foo, Mike Latronic', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Adventure', u'Response': u'True', u'Language': u'N/A', u'Country': u'N/A', u'Runtime': u'30 min', u'imdbID': u'tt0450216', u'Metascore': u'N/A', u'imdbRating': u'3.8', u'Year': u'1995'}",adventure,N/A,30,n/a,
tt6777070,"The Armando Diaz Experience, Theatrical Movement and Hootenanny","{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Armando Diaz Experience, Theatrical Movement and Hootenanny', u'Ratings': [], u'Writer': u'David Koechner, Adam McKay', u'Actors': u'Scott Adsit, Matt Besser, Craig Cackowski, Beth Cahill', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt6777070', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",comedy,N/A,n/a,n/a,
tt0139762,Bat Yam - New York,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Bat Yam - New York', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.0/10'}], u'Writer': u'N/A', u'Actors': u'Victor Ida, Shosha Goren, Yigal Adika, Dalia Shimko', u'Type': u'series', u'imdbVotes': u'22', u'totalSeasons': u'2', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZjc5MDEzYmEtZDI5Ny00ZmY4LTg2NTUtNmNmOTcxZjBmMjMxXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Drama', u'Response': u'True', u'Language': u'English, Hebrew', u'Country': u'USA, Israel', u'Runtime': u'30 min', u'imdbID': u'tt0139762', u'Metascore': u'N/A', u'imdbRating': u'7.0', u'Year': u'1995\u2013'}",drama,N/A,30,2,
