,json,title_rough,check,title
342,"{u'imdbID': u'tt1676489', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""It's Effin' Science""}",June 15 - It's Effin' Science,0.0,It's Effin' Science
343,"{u'imdbID': u'tt1592240', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NTA0MjAwMV5BMl5BanBnXkFtZTcwMzE0NDYyNA@@._V1_SX300.jpg', u'Title': u'Warren the Ape'}",June 15 - Warren the Ape,0.0,Warren the Ape
344,"{u'imdbID': u'tt1659771', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjIzNjI4Nl5BMl5BanBnXkFtZTgwNTIxODUxOTE@._V1_SX300.jpg', u'Title': u'Bert the Conqueror'}",June 16 - Bert the Conqueror,0.0,Bert the Conqueror
345,"{u'imdbID': u'tt1583607', u'Year': u'2010\u20132015', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTc4NjcxMl5BMl5BanBnXkFtZTcwNzk5Njk1Mw@@._V1_SX300.jpg', u'Title': u'Hot in Cleveland'}",June 16 - Hot in Cleveland,0.0,Hot in Cleveland
346,"{u'imdbID': u'tt1561756', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTk5ODgwOTg4N15BMl5BanBnXkFtZTcwNTcyMDY1Mw@@._V1_SX300.jpg', u'Title': u'The Real L Word: Los Angeles'}",June 20 - The Real L Word,0.0,The Real L Word
347,"{u'imdbID': u'tt1716919', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM3MzExNjE3NF5BMl5BanBnXkFtZTcwNTYwNzYzNA@@._V1_SX300.jpg', u'Title': u'Inedible to Incredible'}",June 21 - Inedible To Incredible,0.0,Inedible To Incredible
348,"{u'imdbID': u'tt1409008', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjIxNzc2NjY4NV5BMl5BanBnXkFtZTcwOTk5Njk1Mw@@._V1_SX300.jpg', u'Title': u'Memphis Beat'}",June 22 - Memphis Beat,0.0,Memphis Beat
349,"{u'imdbID': u'tt1535715', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""Mary Shelley's Frankenhole""}",June 27 - Mary Shelley's Frankenhole,0.0,Mary Shelley's Frankenhole
350,"{u'imdbID': u'tt1591511', u'Year': u'2010', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NzQ1NzA5OV5BMl5BanBnXkFtZTcwMTIzMzE2Mw@@._V1_SX300.jpg', u'Title': u'Huge'}",June 28 - Huge,0.0,Huge
351,"{u'imdbID': u'tt1492966', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg4NDE2NTEzM15BMl5BanBnXkFtZTgwMTc2MTExODE@._V1_SX300.jpg', u'Title': u'Louie'}",June 29 - Louie,0.0,Louie
353,"{u'imdbID': u'tt1519931', u'Year': u'2010\u20132015', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMzk0ODIxMTVeQTJeQWpwZ15BbWU4MDkzMDY3OTYx._V1_SX300.jpg', u'Title': u'Haven'}",July 9 - Haven,0.0,Haven
354,"{u'imdbID': u'tt0306239', u'Year': u'2002\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Worst Case Scenarios'}",July 10 - Worst Case Scenarios,0.0,Worst Case Scenarios
355,"{u'imdbID': u'tt1552112', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM3MjM5NTE2M15BMl5BanBnXkFtZTcwNzUwMTg5Mw@@._V1_SX300.jpg', u'Title': u'The Glades'}",July 11 - The Glades,0.0,The Glades
356,"{u'imdbID': u'tt1727428', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Kid in a Candy Store'}",July 12 - Kid in a Candy Store,0.0,Kid in a Candy Store
357,check out later,July 12 - Rizzoli & Isles,0.0,Rizzoli & Isles
358,"{u'imdbID': u'tt1495708', u'Year': u'2010\u20132014', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3Nzk5Njc3M15BMl5BanBnXkFtZTcwMTUxNzc4Nw@@._V1_SX300.jpg', u'Title': u'Covert Affairs'}",July 13 - Covert Affairs,0.0,Covert Affairs
359,"{u'imdbID': u'tt1690621', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTY2NjUwMDk4NV5BMl5BanBnXkFtZTcwODkzNzMwNw@@._V1_SX300.jpg', u'Title': u'Fact or Faked: Paranormal Files'}",July 15 - Fact or Faked: Paranormal Files,0.0,Fact or Faked: Paranormal Files
360,"{u'imdbID': u'tt1687366', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTY2MTc0NDIxMF5BMl5BanBnXkFtZTgwODkyODcwMzE@._V1_SX300.jpg', u'Title': u'DC Cupcakes'}",July 16 - DC Cupcakes,0.0,DC Cupcakes
361,"{u'imdbID': u'tt1714801', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Lucha Libre USA: Masked Warriors'}",July 16 - Lucha Libre USA,0.0,Lucha Libre USA
362,"{u'imdbID': u'tt1695353', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Man, Woman, Wild'}","July 16 - Man, Woman, Wild",0.0,"Man, Woman, Wild"
363,"{u'imdbID': u'tt1705089', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BODEwNDEzNTgzN15BMl5BanBnXkFtZTgwMTExODcwMzE@._V1_SX300.jpg', u'Title': u'Strange Sex'}",July 18 - Strange Sex,0.0,Strange Sex
364,"{u'imdbID': u'tt1595548', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1MTY0MTQzNF5BMl5BanBnXkFtZTgwNzQ3MTgwMzE@._V1_SX300.jpg', u'Title': u'If You Really Knew Me'}",July 20 - If You Really Knew Me,0.0,If You Really Knew Me
365,"{u'imdbID': u'tt1730751', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MjExMDcxMl5BMl5BanBnXkFtZTgwNzQwODcwMzE@._V1_SX300.jpg', u'Title': u'24 Hour Restaurant Battle'}",July 21 - 24 Hour Restaurant Battle,0.0,24 Hour Restaurant Battle
366,"{u'imdbID': u'tt1698128', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Fish Warrior'}",July 26 - Fish Warrior,0.0,Fish Warrior
367,"{u'imdbID': u'tt1629756', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MDkwNTUwNl5BMl5BanBnXkFtZTcwMTkxMDg2Mw@@._V1_SX300.jpg', u'Title': u'Growing Up Twisted'}",July 27 - Growing Up Twisted,0.0,Growing Up Twisted
368,"{u'imdbID': u'tt1669773', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjIxNjg0MTQwNV5BMl5BanBnXkFtZTgwNDQzMTgwMzE@._V1_SX300.jpg', u'Title': u'Plain Jane'}",July 28 - Plain Jane,0.0,Plain Jane
369,check out later,July 29 - On the Road with Austin & Santino,0.0,On the Road with Austin & Santino
371,"{u'imdbID': u'tt1003042', u'Year': u'2007\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTY2MDAyNTY1M15BMl5BanBnXkFtZTcwNTUxOTA1MQ@@._V1_SX300.jpg', u'Title': u'Power of 10'}",August 7 - Power of 10,0.0,Power of 10
372,"{u'imdbID': u'tt1695741', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Too Fat for 15: Fighting Back'}",August 9 - Too Fat for 15,0.0,Too Fat for 15
373,"{u'imdbID': u'tt1711420', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMzI4OTIwM15BMl5BanBnXkFtZTgwMjEyODcwMzE@._V1_SX300.jpg', u'Title': u'The Great Food Truck Race'}",August 15 - The Great Food Truck Race,0.0,The Great Food Truck Race
374,"{u'imdbID': u'tt1515193', u'Year': u'2010\u20132013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjkzOTE1NF5BMl5BanBnXkFtZTcwNTk1OTQyOQ@@._V1_SX300.jpg', u'Title': u'The Big C'}",August 16 - The Big C,0.0,The Big C
375,check out later,August 17 - Melissa & Joey,0.0,Melissa & Joey
376,"{u'imdbID': u'tt1768757', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Aarti Party'}",August 22 - Aarti Party,0.0,Aarti Party
377,"{u'imdbID': u'tt1718994', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Quints by Surprise'}",August 30 - Quints by Surprise,0.0,Quints by Surprise
379,"{u'imdbID': u'tt1729623', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNjYyYWZlNjMtNWMyNC00OWU0LTgzNDEtMzQ2NTczODc2ODBlXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg', u'Title': u""Mel B: It's a Scary World""}",September 5 - Mel B: It's a Scary World,0.0,Mel B: It's a Scary World
380,"{u'imdbID': u'tt1710308', u'Year': u'2009\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MjYwODA3MV5BMl5BanBnXkFtZTcwOTc5Nzc4Nw@@._V1_SX300.jpg', u'Title': u'Regular Show in Space'}",September 6 - Regular Show,0.0,Regular Show
381,"{u'imdbID': u'tt0804503', u'Year': u'2007\u20132015', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@._V1_SX300.jpg', u'Title': u'Mad Men'}",September 6 - MAD,0.0,MAD
382,"{u'imdbID': u'tt1596356', u'Year': u'2010\u20132011', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMjM4NjE4MF5BMl5BanBnXkFtZTcwNjYzNjAzNA@@._V1_SX300.jpg', u'Title': u'Hellcats'}",September 8 - Hellcats,0.0,Hellcats
383,"{u'imdbID': u'tt1493239', u'Year': u'2010', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzg0NDQ0MTcwM15BMl5BanBnXkFtZTcwNTQwNDk3Mw@@._V1_SX300.jpg', u'Title': u'Terriers'}",September 8 - Terriers,0.0,Terriers
384,"{u'imdbID': u'tt1592154', u'Year': u'2010\u20132013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMDAyOTMzMV5BMl5BanBnXkFtZTcwMjE5NTc4NA@@._V1_SX300.jpg', u'Title': u'Nikita'}",September 9 - Nikita,0.0,Nikita
385,"{u'imdbID': u'tt0799870', u'Year': u'2002\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTcxNTYzMDcyMF5BMl5BanBnXkFtZTcwMDI2MTM3OA@@._V1_SX300.jpg', u'Title': u'Fashion Police'}",September 10 - Fashion Police,0.0,Fashion Police
386,"{u'imdbID': u'tt1736039', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTc1MDcwMzc4NF5BMl5BanBnXkFtZTgwNjA3NzcwMzE@._V1_SX300.jpg', u'Title': u'World of Jenks'}",September 12 - World of Jenks,0.0,World of Jenks
387,"{u'imdbID': u'tt1715307', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Sextuplets Take New York'}",September 14 - Sextuplets Take New York,0.0,Sextuplets Take New York
388,"{u'imdbID': u'tt0266171', u'Year': u'1998\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5ODI2OTU1OF5BMl5BanBnXkFtZTcwMDk2MTUyMQ@@._V1_SX300.jpg', u'Title': u'Outlaw Star'}",September 15 - Outlaw,0.0,Outlaw
389,"{u'imdbID': u'tt1720607', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM4NDA5ODEzOF5BMl5BanBnXkFtZTcwMTIxMzk4Mw@@._V1_SX300.jpg', u'Title': u'Top Chef: Just Desserts'}",September 15 - Top Chef: Just Desserts,0.0,Top Chef: Just Desserts
390,"{u'imdbID': u'tt1709198', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjM5MTk3Nzc1OV5BMl5BanBnXkFtZTgwNjUxODk4MzE@._V1_SX300.jpg', u'Title': u'Sym-Bionic Titan'}",September 17 - Sym-Bionic Titan,0.0,Sym
391,"{u'imdbID': u'tt0979432', u'Year': u'2010\u20132014', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNDI1Njg2NF5BMl5BanBnXkFtZTgwMTIwOTM0MjE@._V1_SX300.jpg', u'Title': u'Boardwalk Empire'}",September 19 - Boardwalk Empire,0.0,Boardwalk Empire
392,"{u'imdbID': u'tt1582458', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg1Mzg1MTk3NV5BMl5BanBnXkFtZTcwMjg1NTE3Mw@@._V1_SX300.jpg', u'Title': u'Chase'}",September 20 - Chase,0.0,Chase
393,"{u'imdbID': u'tt1582459', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4NjYzMDc4NDFeQTJeQWpwZ15BbWU3MDEwNzY1NDY@._V1_SX300.jpg', u'Title': u'The Event'}",September 20 - The Event,0.0,The Event
394,check out later,September 20 - Hoppus on Music,0.0,Hoppus on Music
395,"{u'imdbID': u'tt1591490', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDgzMzEzMl5BMl5BanBnXkFtZTcwNDQxMDE5Mw@@._V1_SX300.jpg', u'Title': u'Lone Star'}",September 20 - Lone Star,0.0,Lone Star
396,check out later,September 20 - Mike & Molly,0.0,Mike & Molly
397,"{u'imdbID': u'tt1578258', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDQzMDkwMV5BMl5BanBnXkFtZTcwNDgxNzQ1NQ@@._V1_SX300.jpg', u'Title': u'Detroit 1-8-7'}",September 21 - Detroit 1-8-7,0.0,Detroit 1
398,"{u'imdbID': u'tt1615919', u'Year': u'2010\u20132014', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ1NDU1Ml5BMl5BanBnXkFtZTcwMTc5MTY2Ng@@._V1_SX300.jpg', u'Title': u'Raising Hope'}",September 21 - Raising Hope,0.0,Raising Hope
399,"{u'imdbID': u'tt1615926', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg0OTcxMzE2OF5BMl5BanBnXkFtZTcwOTA4MDk5Mw@@._V1_SX300.jpg', u'Title': u'Running Wilde'}",September 21 - Running Wilde,0.0,Running Wilde
400,"{u'imdbID': u'tt1598876', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTU4MzQ4NDEyMV5BMl5BanBnXkFtZTcwMDk1MDQwNA@@._V1_SX300.jpg', u'Title': u'Better with You'}",September 22 - Better with You,0.0,Better with You
401,"{u'imdbID': u'tt1592254', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM3NzI4OTM1Nl5BMl5BanBnXkFtZTcwMzQwNDk3Mw@@._V1_SX300.jpg', u'Title': u'The Defenders'}",September 22 - The Defenders,0.0,The Defenders
402,"{u'imdbID': u'tt1571313', u'Year': u'2010\u20132013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNzk0NzU4OF5BMl5BanBnXkFtZTgwOTUzMjgwMzE@._V1_SX300.jpg', u'Title': u'Pair of Kings'}",September 22 - Pair of Kings,0.0,Pair of Kings
403,"{u'imdbID': u'tt1568769', u'Year': u'2010', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM3NjAxNTk3N15BMl5BanBnXkFtZTcwMTc4MzE2Mw@@._V1_SX300.jpg', u'Title': u'Undercovers'}",September 22 - Undercovers,0.0,Undercovers
404,"{u'imdbID': u'tt1610515', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjE5NTA3ODQyMF5BMl5BanBnXkFtZTcwMjk2MzM3Mw@@._V1_SX300.jpg', u'Title': u'The Whole Truth'}",September 22 - The Whole Truth,0.0,The Whole Truth
405,"{u'imdbID': u'tt1662979', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjIyMzYzMTkwOV5BMl5BanBnXkFtZTcwNzg0NTI3Mw@@._V1_SX300.jpg', u'Title': u'My Generation'}",September 23 - My Generation,0.0,My Generation
406,"{u'imdbID': u'tt1593756', u'Year': u'2010\u20132011', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzOTM5OTExMl5BMl5BanBnXkFtZTcwMzQ1MjU5Mw@@._V1_SX300.jpg', u'Title': u'Outsourced'}",September 23 - Outsourced,0.0,Outsourced
407,"{u'imdbID': u'tt0068098', u'Year': u'1972\u20131983', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTM1NjM5MF5BMl5BanBnXkFtZTcwMTI5NDY0MQ@@._V1_SX300.jpg', u'Title': u'M*A*S*H'}",September 23 - $h#! My Dad Says,0.0,$h#! My Dad Says
408,"{u'imdbID': u'tt1725902', u'Year': u'2010\u20132014', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjE1OTkyMjQxN15BMl5BanBnXkFtZTgwMzE0NjMwMjE@._V1_SX300.jpg', u'Title': u'Fish Hooks'}",September 24 - Fish Hooks,0.0,Fish Hooks
409,"{u'imdbID': u'tt1595859', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjY0NTE1ODU3OV5BMl5BanBnXkFtZTgwOTI4NDQwMDI@._V1_SX300.jpg', u'Title': u'Blue Bloods'}",September 24 - Blue Bloods,0.0,Blue Bloods
410,"{u'imdbID': u'tt1721666', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2Mjg2NDI0NV5BMl5BanBnXkFtZTcwNTI1Mjg0NQ@@._V1_SX300.jpg', u'Title': u'Sister Wives'}",September 26 - Sister Wives,0.0,Sister Wives
411,"{u'imdbID': u'tt1591493', u'Year': u'2010\u20132011', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTg2ODY2OV5BMl5BanBnXkFtZTcwNDA5NTk3NQ@@._V1_SX300.jpg', u'Title': u'No Ordinary Family'}",September 28 - No Ordinary Family,0.0,No Ordinary Family
412,check out later,September 29 - Law & Order: LA,0.0,Law & Order: LA
414,"{u'imdbID': u'tt1492090', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDU1NjU1MV5BMl5BanBnXkFtZTgwNzAxMDgwMzE@._V1_SX300.jpg', u'Title': u'Planet Sheen'}",October 2 - Planet Sheen,0.0,Planet Sheen
415,"{u'imdbID': u'tt1710310', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg2MDU2NjU1Nl5BMl5BanBnXkFtZTgwNjgxODcwMzE@._V1_SX300.jpg', u'Title': u'T.U.F.F. Puppy'}",October 2 - T.U.F.F. Puppy,0.0,T.U.F.F. Puppy
416,"{u'imdbID': u'tt1516169', u'Year': u'2008\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNDgxODYwMTgyN15BMl5BanBnXkFtZTgwMjE5MTc3MTE@._V1_SX300.jpg', u'Title': u'Animal Mechanicals'}",October 3 - Animal Mechanicals,0.0,Animal Mechanicals
417,"{u'imdbID': u'tt0446850', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQ2OTA1MDcyOV5BMl5BanBnXkFtZTgwMTY2ODk3NzE@._V1_SX300.jpg', u'Title': u'Megastructures'}",October 5 - MegaStructures,0.0,MegaStructures
418,"{u'imdbID': u'tt1501515', u'Year': u'2010\u20132011', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjA2NjAxMTc4MV5BMl5BanBnXkFtZTgwODg2NDAwMjE@._V1_SX300.jpg', u'Title': u'Gigantic'}",October 8 - Gigantic,0.0,Gigantic
419,"{u'imdbID': u'tt1742341', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQ3OTY3NzEwMl5BMl5BanBnXkFtZTgwNzE4NjA4MTE@._V1_SX300.jpg', u'Title': u'Family Game Night'}",October 10 - Family Game Night,0.0,Family Game Night
420,"{u'imdbID': u'tt1751105', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NzQ1MDg5MV5BMl5BanBnXkFtZTcwMDIzODIxNw@@._V1_SX300.jpg', u'Title': u'My Little Pony: Friendship Is Magic'}",October 10 - My Little Pony: Friendship Is Magic,0.0,My Little Pony: Friendship Is Magic
421,"{u'imdbID': u'tt1761811', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQwNzM1NDA3NF5BMl5BanBnXkFtZTgwOTcwNzA4MTE@._V1_SX300.jpg', u'Title': u'Pound Puppies'}",October 10 - Pound Puppies,0.0,Pound Puppies
422,"{u'imdbID': u'tt1588141', u'Year': u'2009\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Twisted Whiskers Show'}",October 10 - The Twisted Whiskers Show,0.0,The Twisted Whiskers Show
423,"{u'imdbID': u'tt1747393', u'Year': u'2010\u20132011', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjA2MTM1OTIxN15BMl5BanBnXkFtZTgwODU5NjA4MTE@._V1_SX300.jpg', u'Title': u'Pictureka!'}",October 11 - Pictureka!,0.0,Pictureka!
424,check out later,October 12 - Nick Swardson's Pretend Time,0.0,Nick Swardson's Pretend Time
425,"{u'imdbID': u'tt1720601', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MDMwODgzM15BMl5BanBnXkFtZTgwMDgwOTEzNzE@._V1_SX300.jpg', u'Title': u'The Real Housewives of Beverly Hills'}",October 14 - The Real Housewives of Beverly Hills,0.0,The Real Housewives of Beverly Hills
426,check out later,October 15 - The Adventures of Chuck and Friends,0.0,The Adventures of Chuck and Friends
427,"{u'imdbID': u'tt1640175', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUwNTg4MjQ5M15BMl5BanBnXkFtZTcwNTA3MzM3Mw@@._V1_SX300.jpg', u'Title': u'School Pride'}",October 15 - School Pride,0.0,School Pride
428,"{u'imdbID': u'tt1480669', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDlmZDM3NzgtZGFlNC00N2I2LWFhZTEtNjM1N2ZmZGRhMzY2XkEyXkFqcGdeQXVyNjUwMTc4MTg@._V1_SX300.jpg', u'Title': u'Tower Prep'}",October 16 - Tower Prep,0.0,Tower Prep
429,"{u'imdbID': u'tt1707389', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""That's Tough""}",October 20 - That's Tough,0.0,That's Tough
430,"{u'imdbID': u'tt1785129', u'Year': u'2010', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNDAzNDgyM15BMl5BanBnXkFtZTcwNjI5MTIzNw@@._V1_SX300.jpg', u'Title': u'Taylor Swift: Journey to Fearless'}",October 22 - Taylor Swift: Journey to Fearless,0.0,Taylor Swift: Journey to Fearless
431,"{u'imdbID': u'tt1747438', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNGI0ZjRmZTYtZjJlMy00NmZhLWEyMmQtNDU1NDUyOGVjNTFiXkEyXkFqcGdeQXVyNTY2MzQ3MDE@._V1_SX300.jpg', u'Title': u'Robotomy'}",October 25 - Robotomy,0.0,Robotomy
432,"{u'imdbID': u'tt1772447', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOTU3NjgzMzg3NF5BMl5BanBnXkFtZTgwNjIzNzcwMzE@._V1_SX300.jpg', u'Title': u'Auction Kings'}",October 26 - Auction Kings,0.0,Auction Kings
433,"{u'imdbID': u'tt1763858', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Police Women of Dallas'}",October 28 - Police Women of Dallas,0.0,Police Women of Dallas
434,"{u'imdbID': u'tt1765510', u'Year': u'2010\u20132014', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjA1ODE4MTYxMl5BMl5BanBnXkFtZTcwMDY4ODE0Nw@@._V1_SX300.jpg', u'Title': u""R.L. Stine's The Haunting Hour""}",October 29 - R.L. Stine's The Haunting Hour,0.0,R.L. Stine's The Haunting Hour
435,"{u'imdbID': u'tt1520211', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NTU3Njg0N15BMl5BanBnXkFtZTgwMzY4MjM0ODE@._V1_SX300.jpg', u'Title': u'The Walking Dead'}",October 31 - The Walking Dead,0.0,The Walking Dead
437,"{u'imdbID': u'tt1870946', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTc5NTAzNzI2MV5BMl5BanBnXkFtZTgwMTAxOTcwMzE@._V1_SX300.jpg', u'Title': u'Oddities'}",November 4 - Oddities,0.0,Oddities
438,"{u'imdbID': u'tt1752127', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTkzNTY0ODQ0M15BMl5BanBnXkFtZTgwOTA2NzcwMzE@._V1_SX300.jpg', u'Title': u'The Benson Interruption'}",November 5 - The Benson Interruption,0.0,The Benson Interruption
439,"{u'imdbID': u'tt1815070', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Hubworld'}",November 5 - Hubworld,0.0,Hubworld
